planet_name,host_star,star_temperature_K,stellar_radius_solar,stellar_mass_solar_masses,stellar_metallicity,planet_type,planet_mass_earth,planet_radius_earth,stellar_flux_earth,surface_temperature_K,orbital_period_days,distance_light_years,planet_age_gigayears,earth_similarity_index
Kepler-440 b,Kepler-440,3891.0,0.6628,0.636635,0.017,K Warm Superterran,4.12,1.86,1.435637854226977,307.8069312277451,101.11141,981.8274067999998,1.3,0.7526026313450855
Kepler-440 b,Kepler-440,4134.0,0.661,0.96,0.017,K Warm Superterran,4.12,1.86,1.435637854226977,307.8069312277451,101.11141,981.8274067999998,1.3,0.7526026313450855
Kepler-442 b,Kepler-442,4563.0,0.618522,0.72,0.017,K Warm Terran,2.36,1.34,0.699682638644652,263.0391661405113,112.3053,1193.6168054,2.9,0.8382420225025671
Kepler-442 b,Kepler-442,4569.0,0.653,0.641,-0.28,K Warm Terran,2.36,1.34,0.699682638644652,263.0391661405113,112.3053,1193.6168054,2.9,0.8382420225025671
Kepler-442 b,Kepler-442,4563.0,0.618522,0.72,0.017,K Warm Terran,2.36,1.34,0.699682638644652,263.0391661405113,112.3053,1193.6168054,2.9,0.8382420225025671
Kepler-442 b,Kepler-442,4563.0,0.618522,0.72,0.017,K Warm Terran,2.36,1.34,0.699682638644652,263.0391661405113,112.3053,1193.6168054,2.9,0.8382420225025671
Kepler-442 b,Kepler-442,4401.0,0.595,0.613,-0.38,K Warm Terran,2.36,1.34,0.699682638644652,263.0391661405113,112.3053,1193.6168054,2.9,0.8382420225025671
Kepler-442 b,Kepler-442,4402.0,0.637,0.96,0.017,K Warm Terran,2.36,1.34,0.699682638644652,263.0391661405113,112.3053,1193.6168054,2.9,0.8382420225025671
Kepler-442 b,Kepler-442,4501.0,0.66,0.7,-0.09,K Warm Terran,2.36,1.34,0.699682638644652,263.0391661405113,112.3053,1193.6168054,2.9,0.8382420225025671
Kepler-442 b,Kepler-442,4402.0,0.598,0.609,-0.37,K Warm Terran,2.36,1.34,0.699682638644652,263.0391661405113,112.3053,1193.6168054,2.9,0.8382420225025671
Kepler-443 b,Kepler-443,4907.0,0.739,0.791,0.04,K Warm Superterran,6.04,2.33,0.8900883349260323,278.8004208612754,177.6693,2616.65500276,3.2,0.7146042366211369
Kepler-443 b,Kepler-443,4781.0,0.709,0.96,0.017,K Warm Superterran,6.04,2.33,0.8900883349260323,278.8004208612754,177.6693,2616.65500276,3.2,0.7146042366211369
Kepler-443 b,Kepler-443,4781.0,0.697,0.752,0.02,K Warm Superterran,6.04,2.33,0.8900883349260323,278.8004208612754,177.6693,2616.65500276,3.2,0.7146042366211369
Kepler-443 b,Kepler-443,4696.0,0.787708,0.75,0.017,K Warm Superterran,6.04,2.33,0.8900883349260323,278.8004208612754,177.6693,2616.65500276,3.2,0.7146042366211369
Kepler-443 b,Kepler-443,4696.0,0.787708,0.75,0.017,K Warm Superterran,6.04,2.33,0.8900883349260323,278.8004208612754,177.6693,2616.65500276,3.2,0.7146042366211369
Kepler-443 b,Kepler-443,4723.0,0.706,0.738,-0.01,K Warm Superterran,6.04,2.33,0.8900883349260323,278.8004208612754,177.6693,2616.65500276,3.2,0.7146042366211369
Kepler-443 b,Kepler-443,4721.0,0.701,0.74,-0.02,K Warm Superterran,6.04,2.33,0.8900883349260323,278.8004208612754,177.6693,2616.65500276,3.2,0.7146042366211369
Kepler-443 b,Kepler-443,4920.0,0.75,0.8,0.02,K Warm Superterran,6.04,2.33,0.8900883349260323,278.8004208612754,177.6693,2616.65500276,3.2,0.7146042366211369
Kepler-443 b,Kepler-443,4696.0,0.787708,0.75,0.017,K Warm Superterran,6.04,2.33,0.8900883349260323,278.8004208612754,177.6693,2616.65500276,3.2,0.7146042366211369
Kepler-452 b,Kepler-452,5757.0,1.11,1.037,0.21,G Warm Superterran,3.29,1.63,1.10901298442302,295.2294508896408,384.843,1799.49071412,6.0,0.826718498030897
Kepler-452 b,Kepler-452,5578.0,0.794,0.87,-0.24,G Warm Superterran,3.29,1.63,1.10901298442302,295.2294508896408,384.843,1799.49071412,6.0,0.826718498030897
Kepler-452 b,Kepler-452,5579.0,0.798,0.892,-0.22,G Warm Superterran,3.29,1.63,1.10901298442302,295.2294508896408,384.843,1799.49071412,6.0,0.826718498030897
Kepler-452 b,Kepler-452,5589.0,1.108,0.96,0.017,G Warm Superterran,3.29,1.63,1.10901298442302,295.2294508896408,384.843,1799.49071412,6.0,0.826718498030897
Kepler-452 b,Kepler-452,5728.0,1.11914,1.022,0.18,G Warm Superterran,3.29,1.63,1.10901298442302,295.2294508896408,384.843,1799.49071412,6.0,0.826718498030897
Kepler-452 b,Kepler-452,5892.0,1.06,1.03,0.0,G Warm Superterran,3.29,1.63,1.10901298442302,295.2294508896408,384.843,1799.49071412,6.0,0.826718498030897
Kepler-62 e,Kepler-62,4925.0,0.64,0.69,-0.37,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,4842.0,0.730697,0.79,-0.33,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,4967.0,0.67,0.72,-0.36,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,5589.0,0.9583,0.697,0.017,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,4807.0,0.601,0.646,0.017,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,4797.0,0.653,0.637,-0.46,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,4842.0,0.730697,0.79,-0.33,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,4859.0,0.711,0.96,0.017,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,5062.0,0.66,0.764,0.017,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,4926.0,0.662,0.727,-0.36,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,4842.0,0.730697,0.79,-0.33,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 e,Kepler-62,4859.0,0.707,0.697,-0.34,K Warm Superterran,36.0,1.61,1.151182688230355,297.9967883561896,122.3874,981.31860344,7.0,0.8274275395032329
Kepler-62 f,Kepler-62,4797.0,0.653,0.637,-0.46,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-62 f,Kepler-62,4926.0,0.662,0.727,-0.36,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-62 f,Kepler-62,4859.0,0.711,0.96,0.017,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-62 f,Kepler-62,4859.0,0.707,0.697,-0.34,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-62 f,Kepler-62,4967.0,0.67,0.72,-0.36,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-62 f,Kepler-62,5589.0,0.9583,0.697,0.017,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-62 f,Kepler-62,4842.0,0.730697,0.79,-0.33,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-62 f,Kepler-62,5062.0,0.66,0.764,0.017,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-62 f,Kepler-62,4842.0,0.730697,0.79,-0.33,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-62 f,Kepler-62,4925.0,0.64,0.69,-0.37,K Warm Terran,35.0,1.41,0.4071468803825863,229.8070241269592,267.291,981.31860344,7.0,0.6787140844078122
Kepler-705 b,Kepler-705,3593.0,0.47,0.49,0.16,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
Kepler-705 b,Kepler-705,5589.0,0.9583,0.96,0.017,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
Kepler-705 b,Kepler-705,3674.0,0.502,0.534,0.21,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
Kepler-705 b,Kepler-705,3893.0,0.503,0.52,0.017,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
Kepler-705 b,Kepler-705,3593.0,0.491,0.503,0.26,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
Kepler-705 b,Kepler-705,3631.0,0.553555,0.548441,0.017,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
Kepler-705 b,Kepler-705,3631.0,0.553555,0.548441,0.017,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
Kepler-705 b,Kepler-705,3631.0,0.553555,0.548441,0.017,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
Kepler-705 b,Kepler-705,3722.0,0.51,0.53,0.07,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
Kepler-705 b,Kepler-705,3593.0,0.559,0.96,0.017,M Warm Superterran,5.1,2.11,0.7656389697854677,269.1110486603185,56.0560538,903.0639943599998,3.89,0.7307367120077792
LHS 1140 b,LHS 1140,3131.0,0.186,0.146,-0.24,M Warm Superterran,5.6,1.73,0.4252257972722254,232.2361055269197,24.73723,48.878064316,5.0,0.6578433889794666
LHS 1140 b,LHS 1140,3096.0,0.2159,0.1844,-0.15,M Warm Superterran,5.6,1.73,0.4252257972722254,232.2361055269197,24.73723,48.878064316,5.0,0.6578433889794666
LHS 1140 b,LHS 1140,3131.0,0.215535,0.96,0.017,M Warm Superterran,5.6,1.73,0.4252257972722254,232.2361055269197,24.73723,48.878064316,5.0,0.6578433889794666
LHS 1140 b,LHS 1140,2988.0,0.2134,0.191,-0.262,M Warm Superterran,5.6,1.73,0.4252257972722254,232.2361055269197,24.73723,48.878064316,5.0,0.6578433889794666
LHS 1140 b,LHS 1140,3216.0,0.2139,0.179,-0.24,M Warm Superterran,5.6,1.73,0.4252257972722254,232.2361055269197,24.73723,48.878064316,5.0,0.6578433889794666
LHS 1140 b,LHS 1140,3131.0,0.186,0.146,-0.24,M Warm Superterran,5.6,1.73,0.4252257972722254,232.2361055269197,24.73723,48.878064316,5.0,0.6578433889794666
LP 890-9 c,LP 890-9,2850.0,0.1556,0.118,-0.028,M Warm Terran,25.3,1.367,0.9085761668189248,280.876791941365,8.457463,105.771738488,7.2,0.8852510892201346
Proxima Cen b,Proxima Cen,3050.0,0.141,0.12,0.017,M Warm Terran,1.07,1.03,0.6784682362017355,261.0810336683397,11.1868,4.2439092564,4.0,0.86414229331664
Proxima Cen b,Proxima Cen,2900.0,0.141,0.1221,0.017,M Warm Terran,1.07,1.03,0.6784682362017355,261.0810336683397,11.1868,4.2439092564,4.0,0.86414229331664
Proxima Cen b,Proxima Cen,5589.0,0.9583,0.96,0.017,M Warm Terran,1.07,1.03,0.6784682362017355,261.0810336683397,11.1868,4.2439092564,4.0,0.86414229331664
Proxima Cen b,Proxima Cen,2900.0,0.141,0.1221,0.017,M Warm Terran,1.07,1.03,0.6784682362017355,261.0810336683397,11.1868,4.2439092564,4.0,0.86414229331664
Proxima Cen b,Proxima Cen,5589.0,0.154,0.96,0.017,M Warm Terran,1.07,1.03,0.6784682362017355,261.0810336683397,11.1868,4.2439092564,4.0,0.86414229331664
Ross 128 b,Ross 128,3192.0,0.1967,0.168,-0.02,M Warm Terran,1.4,1.11,1.482444411453575,316.6417140251464,9.8658,11.0062646824,5.0,0.8577206656471901
Ross 508 b,Ross 508,3071.0,0.2113,0.1774,-0.2,M Warm Superterran,4.0,1.83,1.320490987652004,301.8591463135429,10.77,36.563066068,4.0,0.7707707213264158
TOI-2257 b,TOI-2257,3446.0,0.326932,0.96,0.017,M Warm Superterran,5.45,2.194,0.7440171228596921,253.7007171889206,35.189346,188.489140116,4.0,0.716019791068774
TOI-2257 b,TOI-2257,3430.0,0.313,0.328,-0.27,M Warm Superterran,5.45,2.194,0.7440171228596921,253.7007171889206,35.189346,188.489140116,4.0,0.716019791068774
TOI-700 d,TOI-700,3461.0,0.424,0.415,-0.07,M Warm Terran,1.25,1.073,0.8598268771328632,276.9392586198363,37.42396,101.52094734,1.5,0.941175919741845
TOI-700 d,TOI-700,3480.0,0.42,0.416,-0.07,M Warm Terran,1.25,1.073,0.8598268771328632,276.9392586198363,37.42396,101.52094734,1.5,0.941175919741845
TOI-700 d,TOI-700,3482.0,0.419457,0.96,0.017,M Warm Terran,1.25,1.073,0.8598268771328632,276.9392586198363,37.42396,101.52094734,1.5,0.941175919741845
TOI-700 d,TOI-700,3459.0,0.421,0.415,-0.07,M Warm Terran,1.25,1.073,0.8598268771328632,276.9392586198363,37.42396,101.52094734,1.5,0.941175919741845
TOI-700 e,TOI-700,3459.0,0.421,0.415,-0.07,M Warm Terran,0.818,0.953,1.278049313841024,305.6881109516861,27.80978,101.52094734,1.5,0.9120318593055377
TOI-700 e,TOI-700,3482.0,0.419457,0.96,0.017,M Warm Terran,0.818,0.953,1.278049313841024,305.6881109516861,27.80978,101.52094734,1.5,0.9120318593055377
TOI-715 b,TOI-715,3075.0,0.24,0.225,-0.25,M Warm Terran,3.02,1.55,0.7125967138229101,264.3239251373151,19.288004,138.305799488,6.2,0.8067602540204043
TOI-715 b,TOI-715,3075.0,0.229824,0.96,0.017,M Warm Terran,3.02,1.55,0.7125967138229101,264.3239251373151,19.288004,138.305799488,6.2,0.8067602540204043
TOI-904 c,TOI-904,3992.0,0.532439,0.96,0.017,M Warm Superterran,5.34,2.167,0.524433966115432,244.820749984383,83.9997,150.322364996,1.5,0.6586031849107203
TOI-904 c,TOI-904,3770.2,0.527,0.557,0.022,M Warm Superterran,5.34,2.167,0.524433966115432,244.820749984383,83.9997,150.322364996,1.5,0.6586031849107203
TRAPPIST-1 d,TRAPPIST-1,2520.0,0.1234,0.0898,0.0535,M Warm Subterran,0.388,0.788,1.115770254052075,295.6742547863868,4.049219,40.540828114528,0.5,0.9076624106772956
TRAPPIST-1 d,TRAPPIST-1,2566.0,0.1192,0.0898,0.017,M Warm Subterran,0.388,0.788,1.115770254052075,295.6742547863868,4.049219,40.540828114528,0.5,0.9076624106772956
TRAPPIST-1 d,TRAPPIST-1,5589.0,0.9583,0.089,0.017,M Warm Subterran,0.388,0.788,1.115770254052075,295.6742547863868,4.049219,40.540828114528,0.5,0.9076624106772956
TRAPPIST-1 d,TRAPPIST-1,2559.0,0.117,0.0802,0.04,M Warm Subterran,0.388,0.788,1.115770254052075,295.6742547863868,4.049219,40.540828114528,0.5,0.9076624106772956
TRAPPIST-1 d,TRAPPIST-1,2566.0,0.1192,0.0898,0.052,M Warm Subterran,0.388,0.788,1.115770254052075,295.6742547863868,4.049219,40.540828114528,0.5,0.9076624106772956
TRAPPIST-1 e,TRAPPIST-1,2559.0,0.117,0.0802,0.04,M Warm Terran,0.692,0.92,0.64677601656722,257.9953507861015,6.101013,40.540828114528,0.5,0.8454945115261311
TRAPPIST-1 e,TRAPPIST-1,5589.0,0.9583,0.96,0.017,M Warm Terran,0.692,0.92,0.64677601656722,257.9953507861015,6.101013,40.540828114528,0.5,0.8454945115261311
TRAPPIST-1 e,TRAPPIST-1,2520.0,0.1234,0.0898,0.0535,M Warm Terran,0.692,0.92,0.64677601656722,257.9953507861015,6.101013,40.540828114528,0.5,0.8454945115261311
TRAPPIST-1 e,TRAPPIST-1,2566.0,0.1192,0.0898,0.017,M Warm Terran,0.692,0.92,0.64677601656722,257.9953507861015,6.101013,40.540828114528,0.5,0.8454945115261311
TRAPPIST-1 e,TRAPPIST-1,5589.0,0.9583,0.089,0.017,M Warm Terran,0.692,0.92,0.64677601656722,257.9953507861015,6.101013,40.540828114528,0.5,0.8454945115261311
TRAPPIST-1 f,TRAPPIST-1,2559.0,0.117,0.0802,0.04,M Warm Terran,1.039,1.045,0.3735306114175542,224.9048458455353,9.20754,40.540828114528,0.5,0.677112405586451
TRAPPIST-1 f,TRAPPIST-1,5589.0,0.9583,0.089,0.017,M Warm Terran,1.039,1.045,0.3735306114175542,224.9048458455353,9.20754,40.540828114528,0.5,0.677112405586451
TRAPPIST-1 f,TRAPPIST-1,5589.0,0.9583,0.96,0.017,M Warm Terran,1.039,1.045,0.3735306114175542,224.9048458455353,9.20754,40.540828114528,0.5,0.677112405586451
TRAPPIST-1 f,TRAPPIST-1,2566.0,0.1192,0.0898,0.017,M Warm Terran,1.039,1.045,0.3735306114175542,224.9048458455353,9.20754,40.540828114528,0.5,0.677112405586451
TRAPPIST-1 f,TRAPPIST-1,2520.0,0.1234,0.0898,0.0535,M Warm Terran,1.039,1.045,0.3735306114175542,224.9048458455353,9.20754,40.540828114528,0.5,0.677112405586451
TRAPPIST-1 g,TRAPPIST-1,5589.0,0.9583,0.089,0.017,M Warm Terran,1.321,1.129,0.2523205507303448,203.8981684656817,12.352446,40.540828114528,0.5,0.5756638207235474
TRAPPIST-1 g,TRAPPIST-1,2520.0,0.1234,0.0898,0.0535,M Warm Terran,1.321,1.129,0.2523205507303448,203.8981684656817,12.352446,40.540828114528,0.5,0.5756638207235474
TRAPPIST-1 g,TRAPPIST-1,2566.0,0.1192,0.0898,0.017,M Warm Terran,1.321,1.129,0.2523205507303448,203.8981684656817,12.352446,40.540828114528,0.5,0.5756638207235474
TRAPPIST-1 g,TRAPPIST-1,2559.0,0.117,0.0802,0.04,M Warm Terran,1.321,1.129,0.2523205507303448,203.8981684656817,12.352446,40.540828114528,0.5,0.5756638207235474
Teegarden's Star b,Teegarden's Star,2904.0,0.107,0.089,-0.19,M Warm Terran,1.16,1.05,1.077943485815514,293.0901371164898,4.90634,12.4943188168,8.0,0.9683623820823888
Teegarden's Star b,Teegarden's Star,3034.0,0.12,0.097,-0.11,M Warm Terran,1.16,1.05,1.077943485815514,293.0901371164898,4.90634,12.4943188168,8.0,0.9683623820823888
Teegarden's Star c,Teegarden's Star,3034.0,0.12,0.097,-0.11,M Warm Terran,1.05,1.02,0.3494016250358681,221.1191594435956,11.416,12.4943188168,8.0,0.6590047778475818
Teegarden's Star c,Teegarden's Star,2904.0,0.107,0.089,-0.19,M Warm Terran,1.05,1.02,0.3494016250358681,221.1191594435956,11.416,12.4943188168,8.0,0.6590047778475818
Wolf 1061 c,Wolf 1061,3393.0,0.9583,0.25,0.017,M Warm Superterran,3.41,1.66,1.296771609955153,306.3028383143694,17.8719,14.0440164352,4.0,0.8021875230716463
Wolf 1061 c,Wolf 1061,3342.0,0.307,0.294,-0.09,M Warm Superterran,3.41,1.66,1.296771609955153,306.3028383143694,17.8719,14.0440164352,4.0,0.8021875230716463
Wolf 1069 b,Wolf 1069,3158.0,0.1813,0.167,0.07,M Warm Terran,1.26,1.08,0.6520208053869847,258.5180578097902,15.564,31.2568667196,4.0,0.8485934799055707
